S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry,E-Bus Identifier
12792.0,SRINAGAR RTO,JK01G6642,15-Oct-03,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Jan-93,02-Jan-21,01-Jan-23,WESTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Dalgate,Khanyar,Ordinary Service,2003-2004,1992-1993,DIESEL,,
12793.0,SRINAGAR RTO,JK01G6789,24-Oct-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,07-Mar-91,06-Mar-18,06-Mar-21,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Jawahairnagar,LD,,2003-2004,1990-1991,DIESEL,,
12794.0,SRINAGAR RTO,JK01G7406,12-Nov-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,16-Mar-92,16-Mar-23,15-Mar-28,WESTERN AREA OF SRINAGAR CITY,,QAMARWARI,BAGHI MEHTAB,"EXB CROSSING,",Ordinary Service,2003-2004,1991-1992,DIESEL,,
12795.0,SRINAGAR RTO,JK01G7826,08-Dec-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,18-Dec-03,17-Dec-19,17-Dec-20,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,LD,Dalgate,Ordinary Service,2003-2004,2003-2004,DIESEL,,
12796.0,SRINAGAR RTO,JK01G7848,09-Dec-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Oct-97,06-Oct-19,06-Oct-20,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,LD,Dalgate,Ordinary Service,2003-2004,1997-1998,DIESEL,,
12797.0,SRINAGAR RTO,JK01G8244,09-Jan-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Jul-03,02-Jul-18,01-Jul-19,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,LD,Dalgate,Express Service,2003-2004,2003-2004,DIESEL,,
12799.0,SRINAGAR RTO,JK01G8350,14-Jan-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Dec-06,01-Dec-19,30-Nov-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2003-2004,2006-2007,DIESEL,,
12800.0,SRINAGAR RTO,JK01G8559,09-Feb-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,23-May-89,23-May-20,22-May-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,,2003-2004,1989-1990,DIESEL,,
12801.0,SRINAGAR RTO,JK01G8598,17-Feb-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,03-May-97,03-May-19,02-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2003-2004,1997-1998,DIESEL,,
12803.0,SRINAGAR RTO,JK01G9077,08-Mar-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,28-Jun-01,28-Jun-20,27-Jun-21,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Jawahirnagar,LD,,2003-2004,2001-2002,DIESEL,,
12804.0,SRINAGAR RTO,JK01G9332,23-Mar-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Feb-99,26-Feb-21,25-Feb-22,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2003-2004,1998-1999,DIESEL,,
12805.0,SRINAGAR RTO,JK01G9477,24-Mar-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Aug-96,27-Aug-18,26-Aug-19,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2003-2004,1996-1997,DIESEL,,
12806.0,SRINAGAR RTO,JK01G9525,29-Mar-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Jun-99,02-Jun-16,01-Jun-17,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2003-2004,1999-2000,DIESEL,,
12807.0,SRINAGAR RTO,JK01G9549,01-Apr-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jun-89,24-Jun-19,23-Jun-20,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Jawahirnagar,LD,Express Service,2004-2005,1989-1990,DIESEL,,
12808.0,SRINAGAR RTO,JK01G9573,05-Apr-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,04-Jan-81,04-Nov-20,03-Nov-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,,2004-2005,1980-1981,DIESEL,,
12809.0,SRINAGAR RTO,JK01G9574,05-Apr-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,11-May-92,11-May-21,10-May-22,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,,2004-2005,1992-1993,DIESEL,,
12810.0,SRINAGAR RTO,JK01G9587,06-Apr-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-May-89,10-May-20,09-May-23,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,Goods Service,2004-2005,1989-1990,DIESEL,,
12812.0,SRINAGAR RTO,JK01H0017,06-May-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,14-Apr-99,14-Apr-19,13-Apr-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Express Service,2004-2005,1999-2000,DIESEL,,
12813.0,SRINAGAR RTO,JK01H0113,06-May-04,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,10-Oct-73,01-Apr-23,31-Mar-28,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Jawahirnagar,LD,,2004-2005,1973-1974,DIESEL,,
12814.0,SRINAGAR RTO,JK01H0161,06-May-04,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,23-Apr-97,23-Apr-17,22-Apr-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Express Service,2004-2005,1997-1998,DIESEL,,
12815.0,SRINAGAR RTO,JK01H0211,10-May-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Mar-99,16-Mar-21,15-Mar-26,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2004-2005,1998-1999,DIESEL,,
12816.0,SRINAGAR RTO,JK01H0437,12-May-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Jun-98,16-Jun-19,15-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2004-2005,1998-1999,DIESEL,,
12817.0,SRINAGAR RTO,JK01H1142,25-May-05,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,03-May-97,02-May-19,01-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2005-2006,1997-1998,DIESEL,,
12818.0,SRINAGAR RTO,JK01H1315,29-May-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jun-98,10-Jun-19,09-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2004-2005,1998-1999,DIESEL,,
12822.0,SRINAGAR RTO,JK01H2560,29-Jun-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-89,23-May-25,22-May-30,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,,2004-2005,1989-1990,DIESEL,,
12823.0,SRINAGAR RTO,JK01H2561,29-Jun-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Mar-89,07-Dec-20,06-Dec-25,WESTERN AREA OF SRINAGAR CITY,,Qamarwari,Dalgate,Khanyar,Ordinary Service,2004-2005,1988-1989,DIESEL,,
12825.0,SRINAGAR RTO,JK01H4575,31-Aug-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Jul-04,19-Jul-18,18-Jul-20,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Lalchowk,LD,Express Service,2004-2005,2004-2005,DIESEL,,
12829.0,SRINAGAR RTO,JK01H5299,29-Sep-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,29-Apr-93,29-Apr-18,28-Apr-19,WESTERN AREA OF SRINAGAR CITY,,Soura,Parimpora,Sakidafar,Express Service,2004-2005,1993-1994,DIESEL,,
12830.0,SRINAGAR RTO,JK01H5700,11-Oct-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jul-97,09-Jul-18,09-Jul-19,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Batwara,Ordinary Service,2004-2005,1997-1998,DIESEL,,
12831.0,SRINAGAR RTO,JK01H5963,25-Oct-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Feb-92,07-Feb-21,06-Feb-23,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2004-2005,1991-1992,DIESEL,,
12833.0,SRINAGAR RTO,JK01H6032,28-Oct-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Nov-04,02-Nov-25,01-Nov-30,WITHIN SRINAGAR CITY,,CHANAPORA,SOURA,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Ordinary Service,2004-2005,2004-2005,DIESEL,,
12836.0,SRINAGAR RTO,JK01H6381,03-Nov-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Nov-04,27-Aug-20,26-Aug-23,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora ,Humhama,Jehangir Chowk,,2004-2005,2004-2005,DIESEL,,
12838.0,SRINAGAR RTO,JK01H6711,10-Nov-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,12-Apr-99,11-Apr-19,11-Apr-20,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Ordinary Service,2004-2005,1999-2000,DIESEL,,
12839.0,SRINAGAR RTO,JK01H6797,19-Nov-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Feb-97,18-Feb-19,17-Feb-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2004-2005,1996-1997,DIESEL,,
12841.0,SRINAGAR RTO,JK01H6889,29-Nov-04,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Jun-98,16-Jun-18,15-Jun-19,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Batwara,Express Service,2004-2005,1998-1999,DIESEL,,
12842.0,SRINAGAR RTO,JK01H6891,29-Nov-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,06-Jun-89,05-Jun-15,04-Jun-20,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,Karanangar,Ordinary Service,2004-2005,1989-1990,DIESEL,,
12845.0,SRINAGAR RTO,JK01H7217,11-Dec-04,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,28-Dec-04,28-Dec-24,27-Dec-29,EASTERN AREA OF SGR ROTATION BASIS,,SOURA,GANDERBAL,BUCHPORA,,2004-2005,2004-2005,DIESEL,,
12846.0,SRINAGAR RTO,JK01H7905,29-Jan-05,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,26-May-92,26-May-20,25-May-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2004-2005,1992-1993,DIESEL,,
12847.0,SRINAGAR RTO,JK01H7911,29-Jan-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,31-Mar-89,31-Mar-18,30-Mar-19,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,Express Service,2004-2005,1988-1989,DIESEL,,
12848.0,SRINAGAR RTO,JK01H7949,31-Jan-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-May-88,10-May-19,09-May-20,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,Express Service,2004-2005,1988-1989,DIESEL,,
12850.0,SRINAGAR RTO,JK01H8573,01-Apr-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-May-03,05-May-19,04-May-20,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,Express Service,2005-2006,2003-2004,DIESEL,,
12851.0,SRINAGAR RTO,JK01H8601,01-Apr-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Jan-99,02-Jan-19,01-Jan-24,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2005-2006,1998-1999,DIESEL,,
12852.0,SRINAGAR RTO,JK01H9035,23-Apr-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,03-Aug-00,03-Aug-19,02-Aug-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2005-2006,2000-2001,DIESEL,,
12853.0,SRINAGAR RTO,JK01H9113,25-Apr-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Jun-00,27-Jun-20,26-Jun-22,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2005-2006,2000-2001,DIESEL,,
12859.0,SRINAGAR RTO,JK01H9327,02-May-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Apr-92,17-Apr-25,16-Apr-30,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Town/City Service,2005-2006,1992-1993,DIESEL,,
12860.0,SRINAGAR RTO,JK01H9474,05-May-05,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,21-Nov-96,21-Oct-18,20-Oct-23,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,,2005-2006,1996-1997,DIESEL,,
12861.0,SRINAGAR RTO,JK01H9480,05-May-05,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jul-00,06-Jul-15,06-Jul-19,EASTERN AREA OF SGR ROTATION BASIS,,BATMALOO,DALGATE,EASTERN AREA OF SRINAGAR CITY,Ordinary Service,2005-2006,2000-2001,DIESEL,,
12862.0,SRINAGAR RTO,JK01H9482,06-May-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Apr-00,24-Apr-19,24-Apr-20,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Ordinary Service,2005-2006,2000-2001,DIESEL,,
12863.0,SRINAGAR RTO,JK01H9627,09-May-05,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,06-Oct-97,06-Oct-19,06-Oct-20,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Batwara,Ordinary Service,2005-2006,1997-1998,DIESEL,,
12866.0,SRINAGAR RTO,JK01J0012,26-Feb-05,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Apr-96,17-Jun-16,17-Jun-17,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Lalchowk,LD,Ordinary Service,2004-2005,1996-1997,DIESEL,,
12869.0,SRINAGAR RTO,JK01J2108,22-Jul-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Sep-88,01-Sep-19,31-Aug-20,EASTERN AREA OF SGR ROTATION BASIS,,SafaKadal ,Jehangir Chowk,Karanangar,Express Service,2005-2006,1988-1989,DIESEL,,
12870.0,SRINAGAR RTO,JK01J2528,04-Jul-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,03-Oct-98,02-Oct-19,02-Oct-20,WESTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2005-2006,1998-1999,DIESEL,,
12871.0,SRINAGAR RTO,JK01J2601,05-Aug-05,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Jan-92,18-Jan-17,17-Dec-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Express Service,2005-2006,1991-1992,DIESEL/HYBRID,,
12872.0,SRINAGAR RTO,JK01J2940,19-Aug-05,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,31-Oct-00,06-Jan-23,05-Jan-28,EASTERN AREA OF SGR ROTATION BASIS,,SafaKadal ,Jehangir Chowk,Karanangar,Ordinary Service,2005-2006,2000-2001,DIESEL,,
12873.0,SRINAGAR RTO,JK01J3159,30-Aug-05,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,28-May-05,02-May-20,01-May-25,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2005-2006,2005-2006,DIESEL,,
12875.0,SRINAGAR RTO,JK01J5531,07-Dec-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jun-93,10-Jun-19,09-Jun-20,WESTERN AREA OF SRINAGAR CITY,,HMT,Jehangir Chowk,Batamallo,Express Service,2005-2006,1993-1994,DIESEL,,
12876.0,SRINAGAR RTO,JK01J5532,07-Dec-05,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,28-Apr-05,29-Apr-25,28-Apr-30,WITHIN SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,,2005-2006,2005-2006,DIESEL,,
12878.0,SRINAGAR RTO,JK01J5569,07-Dec-05,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,03-Jun-98,03-Jun-19,02-Jun-24,WESTERN AREA OF SRINAGAR CITY,,Hazratbal,LD,Rainawara,Express Service,2005-2006,1998-1999,DIESEL,,
12879.0,SRINAGAR RTO,JK01J5865,24-Dec-05,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-00,22-May-19,22-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2005-2006,2000-2001,DIESEL,,
12880.0,SRINAGAR RTO,JK01J6015,03-Jan-06,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,11-Apr-91,11-Apr-17,10-Apr-19,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2005-2006,1991-1992,DIESEL,,
12882.0,SRINAGAR RTO,JK01J6711,28-Feb-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-Jun-89,14-Jun-18,13-Jun-19,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,JVC,Bemina,Ordinary Service,2005-2006,1989-1990,DIESEL,,
12887.0,SRINAGAR RTO,JK01J7136,20-Mar-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,14-Jun-00,13-Jun-22,12-Jun-27,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2005-2006,2000-2001,DIESEL,,
12888.0,SRINAGAR RTO,JK01J7244,25-Mar-06,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,02-Dec-96,02-Dec-17,01-Dec-18,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2005-2006,1996-1997,DIESEL,,
12889.0,SRINAGAR RTO,JK01J7251,25-Mar-06,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,06-Jun-94,06-Jun-22,05-Jun-24,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Ordinary Service,2005-2006,1994-1995,DIESEL,,
12890.0,SRINAGAR RTO,JK01J7271,25-Mar-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,09-Sep-99,09-Sep-23,08-Sep-28,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,,2005-2006,1999-2000,DIESEL,,
12891.0,SRINAGAR RTO,JK01J7520,04-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-Jun-97,16-Jun-19,15-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Express Service,2006-2007,1997-1998,PETROL,,
12893.0,SRINAGAR RTO,JK01J7529,08-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,17-Mar-05,17-Mar-21,16-Mar-22,WITHIN SRINAGAR CITY,,Parimpora,Jawahirnagar,LD,Ordinary Service,2006-2007,2004-2005,DIESEL,,
12894.0,SRINAGAR RTO,JK01J7678,17-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),13-Oct-97,13-Oct-20,12-Oct-21,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,,2006-2007,1997-1998,DIESEL,,
12895.0,SRINAGAR RTO,JK01J7705,18-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-May-89,10-May-22,09-May-24,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2006-2007,1989-1990,DIESEL,,
12896.0,SRINAGAR RTO,JK01J7707,18-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,20-Apr-83,01-Apr-20,31-Mar-25,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,,2006-2007,1983-1984,DIESEL,,
12897.0,SRINAGAR RTO,JK01J7774,18-Apr-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Jan-00,09-May-19,09-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2006-2007,1999-2000,DIESEL,,
12898.0,SRINAGAR RTO,JK01J8147,29-Apr-06,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,09-Aug-05,10-Aug-21,09-Aug-22,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Express Service,2006-2007,2005-2006,DIESEL,,
12899.0,SRINAGAR RTO,JK01J8295,02-May-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-Jun-89,16-Jun-20,15-Jun-22,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Hazratbal,Qamarwari,Express Service,2006-2007,1989-1990,DIESEL,,
12900.0,SRINAGAR RTO,JK01J8421,06-May-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,04-Feb-92,03-Feb-23,02-Feb-28,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,1991-1992,DIESEL,,
12902.0,SRINAGAR RTO,JK01J8654,17-May-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jul-81,10-Jul-19,09-Jul-20,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,1981-1982,DIESEL,,
12904.0,SRINAGAR RTO,JK01J8881,26-May-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,21-Jan-02,21-Jan-20,20-Jan-21,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,2001-2002,DIESEL,,
12907.0,SRINAGAR RTO,JK01J9559,21-Jun-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Jul-01,18-Jul-18,17-Jul-19,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Express Service,2006-2007,2001-2002,DIESEL,,
12908.0,SRINAGAR RTO,JK01J9576,21-Jun-06,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Feb-12,30-Mar-20,29-Mar-22,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,2011-2012,DIESEL,,
12909.0,SRINAGAR RTO,JK01J9633,23-Jun-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Mar-00,27-Mar-20,26-Mar-21,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,Express Service,2006-2007,1999-2000,DIESEL,,
12910.0,SRINAGAR RTO,JK01J9847,30-Jun-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jun-99,23-Jun-18,23-Jun-20,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Hazratbal,Qamarwari,Ordinary Service,2006-2007,1999-2000,DIESEL,,
12912.0,SRINAGAR RTO,JK01K0254,07-Jul-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Mar-94,29-Apr-14,28-Apr-19,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Dalgate,Lalchowk,Ordinary Service,2006-2007,1993-1994,DIESEL,,
12913.0,SRINAGAR RTO,JK01K0487,11-Jul-06,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Apr-01,01-Apr-25,31-Mar-30,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,,2006-2007,2001-2002,DIESEL,,
12914.0,SRINAGAR RTO,JK01K0603,14-Jul-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-89,09-May-17,09-May-19,WESTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,HMT,Parimpora,Ordinary Service,2006-2007,1989-1990,DIESEL,,
12915.0,SRINAGAR RTO,JK01K0887,20-Jul-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Jan-93,10-Jan-23,09-Jan-28,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2006-2007,1992-1993,DIESEL,,
12917.0,SRINAGAR RTO,JK01K1258,27-Jul-06,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,31-Mar-91,31-Mar-23,30-Mar-28,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,,2006-2007,1990-1991,DIESEL,,
12919.0,SRINAGAR RTO,JK01K1929,19-Aug-06,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,26-Aug-97,26-Aug-23,25-Aug-28,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Express Service,2006-2007,1997-1998,DIESEL,,
