"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRBG02023906","Srinagar to Khag","34.07457,74.820502","33.999215,74.529753","37.849","113.5","50","4","Regional_District","0.035","~35","~1h","JKRTC/sumo Srinagar-Beerwah-Khag","OK","8","plausible","PASS","Khag (Beerwah sub-division, Budgam) ~35 km from Srinagar; engine 37.8 km within tolerance. Real town and corridor.","en.wikipedia.org/wiki/Khag,_Jammu_and_Kashmir; onefivenine.com Khag/Badgam; mapsofindia.com khag village"
"SRKW02033902","Srinagar to Khoor","34.07457,74.820502","34.592901,74.136245","111.183","333.5","50","9","Regional_District","0.159","100-115","~3-3.5 h","JKRTC runs Qadir Abad/Trehgam (Kupwara) to Srinagar via Gushi; remote LoC-adjacent Lolab/Trehgam belt served ~1-2/day","OK - dest 34.59,74.14 sits in NW Kupwara (Trehgam/Lolab belt); straight-line ~85 km, road 111 km consistent with mountain switchbacks","2","plausible (remote Kupwara hill road, engine slightly conservative)","REVIEW","Corridor and coords real (Khoor is a hamlet in the Trehgam/Lolab belt of NW Kupwara) and KM is sound. But a flat 50-min headway / 9 buses massively over-provisions a remote border-belt route that realistically runs only 1-2 services/day; size by demand (load 0.159). Note winter/seasonal access not modelled.","jksrtc.co.in/pdf/timekashmirr.pdf, kashmirreader.com (JKRTC Qadir Abad-Srinagar), distancesfrom.com"
"SRKW02033904","Srinagar to Kupwara DAY","34.07457,74.820502","34.52614,74.254895","88.147","264.4","50","7","Regional_District","0.123","85-88","~1.5-2 h","Established JKRTC + private sumo corridor Srinagar-Kupwara, multiple daily services","OK - dest 34.53,74.25 = Kupwara town; straight-line ~70 km, road 85-88 km matches yatra (85-86 km)","1","good (yatra ~1.5 h; engine one-way ~132 min slightly high but plausible for stage-carriage)","PASS","Endpoints and road distance verified against yatra (85-86 km) vs engine 88.1 km (+1%). Real established corridor with frequent service; headway/fleet sane.","yatra.com (85 km), distancebetween2.com, distance.org.in"
"SRBG02043902","Srinagar to Loolpora","34.07457,74.820502","33.856538,74.689486","38.921","116.8","50","4","Regional_District","0.105","30-35","~50-70 min","Beerwah/Khansahib block (Budgam) - local + JKRTC feeder services to Srinagar","OK - dest 33.86,74.69 in SW Budgam (Beerwah/Khansahib belt); straight-line ~28 km, road consistent","17","slightly long but plausible (winding rural Budgam road)","REVIEW","Real Budgam village/corridor; coords correct district. Engine 38.9 km runs ~17% over a likely ~30-35 km road distance (no exact public figure for Loolpora, benchmarked to Beerwah ~27-35 km). Verify routing not detouring.","en.wikipedia.org/wiki/Beerwah, budgam.nic.in, villageinfo.in"
"SRBG02023907","Srinagar to Mirpora Budgam","34.07457,74.820502","34.041268,74.620454","31.366","94.1","50","3","Regional_District","0.036","22-26","~40-55 min","Local Budgam/Chadoora-area services; minibus + shared cabs","OK - dest 34.04,74.62 in west Budgam (Chadoora belt); straight-line ~18.5 km, correct district","31","engine one-way ~47 min vs real ~40-55 min, acceptable","REVIEW","Mirpora is a real Budgam hamlet; coords in correct district. Engine 31.4 km is ~31% over a likely 22-26 km road distance (no exact published figure; benchmarked vs Budgam ~11-14 km and Chadoora ~20 km). KM looks over-modelled.","budgam.nic.in, villagegram.in (Chadoora villages), en.wikipedia.org/wiki/Chadoora"
"SRBG02023909","Srinagar to Narwara Budgam","34.07457,74.820502","34.037344,74.624257","28.415","85.2","50","3","Regional_District","0.029","22-26","~40-55 min","Local Budgam/Chadoora-area services; minibus + shared cabs","OK - dest 34.04,74.62 in west Budgam adjacent to Mirpora; straight-line ~18.5 km, correct district","18","plausible","REVIEW","Narwara is a real Budgam hamlet (adjacent to Mirpora); coords correct district. Engine 28.4 km ~18% over an estimated 22-26 km road distance (no exact public figure). Mild over-model; otherwise sound.","budgam.nic.in, villagegram.in, en.wikipedia.org/wiki/Chadoora"
"SRBG02043903","Srinagar to Pakherpora","34.07457,74.820502","33.815188,74.764185","42.101","126.3","50","4","Regional_District","0.115","40-48","~1-1.25 h","Pakherpora (Yusmarg-side Budgam) shrine town - local + tourist/pilgrim services","OK - dest 33.82,74.76 = Pakherpora town SW Budgam; straight-line ~30 km, road 40-48 km matches","-5","good","PASS","Pakherpora is a real Budgam shrine town ~40-48 km from Srinagar; engine 42.1 km within range (-5%). Coords and corridor verified.","distancebetween2.com (Charari Sharief), travelsetu.com (Pakherpora shrine), budgam.nic.in"
"SRPW02043902","Srinagar to Pasthoon","34.07457,74.820502","33.992068,75.075237","50.003","150.0","50","4","Regional_District","0.094","38-45","~1-1.25 h","Tral/Awantipora belt (Pulwama) - JKRTC + sumo via Pampore-Awantipora","OK - dest 33.99,75.08 in Tral/Awantipora belt E Pulwama; straight-line ~25 km, road via Awantipora plausible","20","engine one-way 75 min somewhat high","REVIEW","Pasthoon is a Tral-tehsil (Pulwama) village; coords correct district. Engine 50.0 km runs ~20% over a likely 38-45 km road via Awantipora (Tral itself is 40 km from Srinagar). KM over-modelled; verify routing.","pulwama.gov.in, en.wikipedia.org/wiki/Tral, yatra.com"
"SRPW02043903","Srinagar to Pinglish","34.07457,74.820502","33.913714,75.132226","43.953","131.9","50","4","Regional_District","0.07","37-44","~1-1.25 h","Tral belt (Pulwama); Pinglish is ~3 km from Tral - local + JKRTC services","OK - dest 33.91,75.13 near Tral; straight-line ~31 km, road 37-44 km via Awantipora-Tral","5","good","PASS","Pinglish is ~3 km from Tral; Tral-Srinagar ~34-40 km so Pinglish ~37-44 km. Engine 44.0 km at upper edge (+5%). Coords and corridor verified.","distancebetween2.com (Srinagar-Tral 33.7 km), yatra.com, onefivenine.com (Tral)"
"SRAN02033901","Srinagar to Qazigund","34.07457,74.820502","33.588827,75.158213","71.019","213.1","50","6","Regional_District","0.126","68-73","~1.25-1.5 h","Major NH44 corridor; heavy JKRTC + private + rail-feeder service, very frequent","OK - dest 33.59,75.16 = Qazigund town S Anantnag; straight-line ~62 km, road 68-73 km matches","1","good","PASS","Qazigund is a real NH44 town; multiple sources give 68-73 km vs engine 71.0 km (+1%). Busy corridor - headway/fleet conservative if anything.","distancesfrom.com (68 km), distancebetween2.com, travelmath.com, rome2rio.com"
"SRPW02033906","Srinagar to Ratnipora","34.07457,74.820502","33.919274,74.94361","25.567","76.7","50","3","Regional_District","0.03","35-40 via Awantipora; ~25 direct","~40-55 min","Ratnipora (~5-6 km W of Awantipora, Pulwama) - local + NH-feeder services","OK - dest 33.92,74.94 near Awantipora E Pulwama; straight-line ~21 km","-29","engine 25.6 km plausible for a direct line but published routings go ~35-40 km via Awantipora","REVIEW","Ratnipora is real (~5-6 km from Awantipora). Published distances route via Awantipora (~35-40 km); engine 25.6 km appears to take a more direct line and may UNDER-model the served corridor by ~29%. Confirm the route actually serves Awantipora/NH.","distancesfrom.com (Pulwama-Awantipora), distancebetween2.com (Srinagar-Awantipora), pulwama.gov.in"
"SRBG02023910","Srinagar to Ratsun","34.07457,74.820502","34.058866,74.594398","28.474","85.4","50","3","Regional_District","0.028","20-24","~35-50 min","Local west-Budgam (Chadoora/Khansahib belt) services","OK - dest 34.06,74.59 in west Budgam; straight-line ~21 km, correct district","25","plausible","REVIEW","Ratsun is a real west-Budgam hamlet; coords correct district. Engine 28.5 km ~25% over an estimated 20-24 km road distance (no exact public figure). Mild over-model.","budgam.nic.in, villagegram.in (Chadoora), en.wikipedia.org/wiki/Chadoora"
"SRGB02033902","Srinagar to Safapora GBL","34.07457,74.820502","34.263978,74.67695","32.954","98.9","50","3","Regional_District","0.036","29-32","~45-55 min","Safapora/Manasbal road off the Sopore highway via Sumbal/Shadipora - regular service","OK - dest 34.26,74.68 = Safapora (Ganderbal, Manasbal area); straight-line ~24 km, road 29-32 km matches","5","good","PASS","Safapora (Manasbal, Ganderbal) is ~29-32 km from Srinagar; engine 33.0 km within range (+5%). Coords and corridor verified.","en.wikipedia.org/wiki/Safapora, viakashmir.in, trawell.in (Manasbal 30 km)"
"SRGB02033903","Srinagar to Safapora Sumbal","34.07457,74.820502","34.254903,74.664049","30.51","91.5","50","3","Regional_District","0.03","30","~50-60 min","JKRTC/private run Srinagar-Ganderbal-Safapora and Srinagar-Sumbal corridor regularly","OK - dest in Ganderbal/Sumbal belt ~25 km straight-line, consistent","2","plausible","PASS","Real corridor; Safapora ~30 km via Sumbal or Ganderbal, matches modelled 30.5 km exactly. Coords good. 50-min headway slightly generous for a short feeder but sane.","wikipedia.org/wiki/Safapora; distancesfrom.com; rome2rio.com"
"SRBG02023911","Srinagar to Shanglipora","34.07457,74.820502","33.971646,74.530845","42.037","126.1","50","4","Regional_District","0.045","30-40","~1 hr","Private/sumo serve western Budgam (Beerwah/Khansahib belt); JKRTC limited","OK - dest in west Budgam near Beerwah/Khansahib ~29 km straight-line","20","plausible-high","REVIEW","Shanglipora is a village near Beerwah/Khansahib (W Budgam); Beerwah is 27-35 km by road, Shanglipora a few km further (~33-38 km). Modelled 42 km is ~20% high, likely a via-routing detour. Corridor real, headway sane. Fix: verify routing does not loop.","wikipedia.org/wiki/Beerwah; citymeter.net; onefivenine.com"
"SRKW02033906","Srinagar to Tangdar","34.07457,74.820502","34.643054,74.149996","120.829","362.5","50","10","Regional_District","0.171","~150-152","~5 hr","JKRTC/private run ~1-2 buses/day Srinagar-Kupwara-Tangdhar over Sadhna Pass; NOT a 50-min frequency corridor","OFF - engine dest 34.643,74.150 is N of Kupwara town, NOT the real Tangdhar/Karnah town at 34.40,73.86 (~27 km W across Sadhna Pass)","-20","UNDER - engine 181 min one-way vs real ~5 hr","REVIEW","Endpoint misplaced ~27 km short of actual Tangdhar (real town 34.40,73.86 across Sadhna Pass). Real road ~150-152 km vs modelled 121 km; engine under-models the 3000m Sadhna Pass switchbacks. 50-min headway is unrealistic for a border road truly served ~1-2 buses/day. Seasonality unmodelled (pass closes in winter).","wanderon.in/blogs/teetwal-valley; mapsofindia.com/villages...karnah/tangdhar; kupwara.nic.in/tourist-place/sadhna"
"SRBR02073904","Srinagar to Tangmarg","34.07457,74.820502","34.058254,74.422736","40.568","121.7","50","4","Regional_District","0.058","39-40","~1.5 hr","Heavy JKRTC + private + tourist taxi traffic; frequent service Srinagar-Tangmarg (gateway to Gulmarg)","OK - dest ~37 km straight-line, consistent","2","plausible","PASS","Srinagar-Tangmarg is ~39-40 km via NH701 (Narbal-Magam-Kunzer), matches modelled 40.6 km. Well-served corridor (Gulmarg gateway). Coords good, KM delta tiny.","charzanholidays.com/srinagar-to-gulmarg-distance; brownchinarkashmir.com; travelmykashmir.com"
"SRPW02043904","Srinagar to Tral Nowdal","34.07457,74.820502","33.928106,75.106839","39.5","118.5","50","4","Regional_District","0.05","36-45","~1 hr","JKRTC + private/sumo serve Srinagar-Pampore-Awantipora-Tral regularly","OK - dest at Tral/Nowdal ~31 km straight-line, consistent","-2","plausible","PASS","Nowdal is 2 km from Tral, ~36 km from Srinagar (onefivenine); other sources give Srinagar-Tral ~45 km via Tral Nowdal Road. Modelled 39.5 km sits in range. Coords good.","onefivenine.com/.../Tral/Nowdal; distancefrom.co.in srinagar-to-tral; yatra.com"
"SRKW02013903","Srinagar to Trehgam KUP","34.07457,74.820502","34.517519,74.174306","96.17","288.5","50","7","Regional_District","0.15","~108","~2.5 hr","JKRTC/private Srinagar-Kupwara-Trehgam; modest frequency, not 50-min","OK - dest near Trehgam (Kupwara) ~77 km straight-line, consistent","-11","UNDER slightly","REVIEW","Trehgam ~21 km beyond Kupwara; Srinagar-Kupwara ~86-87 km + 21 km = ~108 km vs modelled 96 km (~11% under). Corridor real, coords good. 50-min headway optimistic for a far rural town. Fix: bump road km / lengthen headway.","distancesfrom.com kupwara-to-Trehgam; yatra.com srinagar-to-kupwara; distancebetween2.com"
"SRBR02023902","Srinagar to URI Baramulla","34.07457,74.820502","34.145081,74.183855","77.618","232.9","50","6","Regional_District","0.131","100-102","~2.5-3 hr","JKRTC + private run Srinagar-Baramulla-Uri (NH1); regular but not 50-min on the Uri leg","OK - dest at Uri ~59 km straight-line, consistent","-24","UNDER","REVIEW","Uri via Baramulla on NH1 is ~100-102 km by road (distancesfrom 102 km) vs modelled 77.6 km - ~24% under. Engine likely under-routed the Baramulla-Uri mountain leg. Coords good. Corridor real, well-served to Baramulla, thinner Baramulla-Uri (border/army area). Fix: correct road km to ~100 km, refleet/headway.","en.wikipedia.org/wiki/Srinagar-Baramulla_highway; distancesfrom.com srinagar-to-Uri (102 km); nativeplanet.com"
"SRBP02033902","Srinagar to Vijipopra","34.07457,74.820502","34.27866,74.617075","34.662","104.0","50","4","Regional_District","0.028","30-35","~50-60 min","Private/sumo serve Sumbal-Sonawari (Bandipora) belt; JKRTC limited","OK - dest in Sonawari/Sumbal (Bandipora) ~29 km straight-line, consistent","8","plausible","PASS","Vijpora is a village in Sonawari tehsil (Sumbal area), Bandipora; coords match the Sumbal/Hajin belt. Road ~30-35 km vs modelled 34.7 km. Coords and km sane.","census2011.co.in sonawari-bandipora; bandipore.nic.in/village-panchayats; onefivenine.com Bandipora/Sumbal"
"ANSR06020239","Uttersoo to Srinagar","33.707675,75.302146","34.07457,74.820502","73.746","221.2","50","6","Regional_District","0.23","~70-74","~1.5-2 hr","JKRTC + private serve Srinagar-Anantnag-Achabal-Shangus; Uttersoo on the Shangus/Kokernag side","OK - origin Utrasoo in Shangus block ~60 km straight-line, consistent","2","plausible","PASS","Utrasoo (Uttersoo) is a village in Shangus block, Anantnag, near Achabal (~56 km) + ~7-8 km = ~63-74 km. Modelled 73.7 km within range. Coords good. Tourist-tagged (Kokernag/Achabal belt) reasonable.","onefivenine.com Anantnag/Shangus/Utrasoo; anantnag.nic.in/howto-reach; distancesfrom.com"
"KGSR03020539","Yaripora to Srinagar","33.722227,75.01625","34.07457,74.820502","64.929","194.8","50","5","Regional_District","0.108","60-68","~1.5 hr","JKRTC + heavy private/sumo Srinagar-Kulgam-Yaripora corridor; well-served","OK - origin Yaripora (Kulgam) ~43 km straight-line, consistent","1","plausible","PASS","Yaripora is a town in Kulgam district; Srinagar-Kulgam ~66-69 km by road, Yaripora slightly nearer (~60-68 km). Modelled 64.9 km in range. Coords good.","en.wikipedia.org/wiki/Kulgam_district; distancesfrom.com srinagar-to-kulgam (66 km); distancebetween2.com"
"BRSR05020139","Zaloora to Srinagar","34.380329,74.374921","34.07457,74.820502","63.129","189.4","50","5","Regional_District","0.084","~49-55","~1.5 hr","JKRTC + private serve Srinagar-Sopore (NH1) heavily; Zaloora in Zaingair/Sopore belt","OK - origin in Sopore/Zaingair belt ~53 km straight-line, consistent","21","plausible-high","REVIEW","Zaloora is a village in the Zaingair belt of Sopore division. Srinagar-Sopore ~49 km by road; Zaloora a few km off (~50-55 km). Modelled 63.1 km is ~21% high - likely a via-routing detour. Corridor real and well-served. Fix: verify routing does not loop via Baramulla.","en.wikipedia.org/wiki/Sopore; distancebetween2.com sopore/srinagar (49 km); distancesfrom.com"
"SRSR02020427","Batamallo to Pantha Chowk","34.069343,74.791812","34.028571,74.905785","17.436","87.2","35","4","Peri_Urban","0.085","11-15 (range; airport-Pantha Chowk approx 15km; Srinagar Railway Station to Pantha Chowk 9-11km; Batamaloo adds a few km via city)","approx 25-35 min","Real corridor; SSCL/JKRTC city services and private minibuses run on the Batamaloo-Jehangir Chowk-Pantha Chowk/bypass corridor","OK - both endpoints real and well-known Srinagar hubs; haversine 11.4km vs engine 17.4km road distance is a plausible city-road circuity factor","30","One-way approx 43.6min for approx 17km in dense city traffic plausible given congestion and Jhelum-side roads","REVIEW","Corridor and endpoints are real (Batamaloo bus stand and Pantha Chowk are both well-documented hubs) but no source gives a direct Batamaloo-Pantha Chowk road figure; using Srinagar-RS/Airport proxies, real road distance is estimated 11-15km vs the engine's 17.4km, a roughly 30% high delta - outside tight tolerance but plausible given indirect routing.","distancesfrom.com,alldistancebetween.com,yatra.com"
"SRGB02010501","Batamaloo to Beehama Ganderbal via Hazratbal Zakura","34.068715,74.779627","34.238742,74.801989","26.584","132.9","15","11","Peri_Urban","0.251","20-35 (sources vary; documented SSCL alignment via Soura/90ft Road/Beehama traditionally cited around 35km; direct new-bridge route is shorter at approx 15-20km)","approx 50-60 min including city and rural stretch","CONFIRMED - matches the real SSCL Smart City e-bus Route 6: Batamaloo to Ganderbal via Qamarwari, Soura, 90ft Road, Nagbal, Darend, Beehama, Ganderbal, reported by Kashmir Observer and Kashmir Life; CMP_Trunk=True is consistent with this being an SSCL backbone route at 15-min design headway","OK - both endpoints and the via-corridor are real; alignment matches a documented SSCL route closely","minus24 to 0 depending on source used","132.9min round-trip cycle (approx 66min one-way) is plausible for a 26-35km mixed urban/rural corridor with city congestion","REVIEW","Real, well-documented SSCL trunk route (Route 6, Batamaloo-Ganderbal via Soura-Beehama) confirmed by two independent press sources; however the engine's 26.6km is shorter than the approx 35km figure widely cited for the traditional Beehama-routed alignment, suggesting the modelled path may cut a more direct line than the real via-Hazratbal-Zakura-Soura alignment takes. Headway (15 min) and fleet (11 buses) are consistent with SSCL backbone design.","kashmirobserver.net,kashmirlife.net,ganderbal.nic.in"
"SRBG02020503","Batamaloo to Budgam Railway Station via Khumeni Chowk","34.068715,74.779627","33.990555,74.712541","15.685","78.4","15","7","Peri_Urban","0.177","9-15 (yatra.com area distances approx 9km; other aggregator sources approx 15km for the fuller via-Khumeni-Chowk alignment)","approx 20-25 min","Real corridor on the Srinagar-Budgam highway; SSCL e-bus Route 6B/10 family and JKRTC/private minibuses commonly run Batamaloo-Budgam via Khumeni Chowk/Mirgund/DC Office","OK - both endpoints real; Budgam Railway Station is a known stop on the Baramulla-Banihal rail line and a common bus destination","31","78.4min cycle (approx 39min one-way) for 15.7km in city plus highway mix is plausible","REVIEW","Real, well-established corridor (Srinagar-Budgam highway via Khumeni Chowk) confirmed by an SSCL route-chart reference and multiple distance sources; engine's 15.7km sits at the upper end of the cited 9-15km range, a roughly 31% delta versus the lower-bound figure but consistent with the longer via-Khumeni-Chowk alignment actually being used.","yatra.com,distancesfrom.com,kashmirlife.net"
"SRBG02030502","Batamaloo to Charesharief via Chadoora","34.068715,74.779627","33.881592,74.73756","29.633","148.2","15","12","Peri_Urban","1.119","24-33 (distancebetween2.com 24km; distancesfrom.com approx 28km; other sources up to 33km)","approx 40-50 min","Real corridor; Charar-e-Sharief is a major pilgrimage town (shrine of Sheikh Noor-ud-din Noorani) with regular JKRTC and private bus service from Srinagar via Chadoora; the unusually high Load (1.119, over capacity) is consistent with strong pilgrim demand","OK - both endpoints and the via-point (Chadoora) are real and well documented","4","148.2min cycle (approx 74min one-way) for approx 30km of mixed terrain with pilgrim-town traffic is plausible","PASS","Real, well-documented pilgrimage corridor (Charar-e-Sharief shrine town) via Chadoora; engine's 29.6km falls within the 24-33km range cited by multiple independent distance sources (midpoint approx 28.5km, only approx 4% delta), and the over-1.0 load factor is consistent with known heavy pilgrim ridership.","distancebetween2.com,distancesfrom.com,jktdc.co.in,trawell.in"
"SRBG02060502","Batamaloo to Dc Office Budgam","34.068715,74.779627","33.990555,74.712541","15.685","78.4","15","7","Peri_Urban","0.177","9-15 (same destination area as Budgam Railway Station/town centre; DC Office Budgam sits in the same town)","approx 20-25 min","Real corridor; Budgam town (DC office) is the district headquarters with regular JKRTC/private bus service from Srinagar","OK - DC Office Budgam and Budgam Railway Station are both real and located close together in Budgam town","31","Same cycle profile as the Budgam Railway Station route (identical coordinates) - plausible","REVIEW","This row has identical origin/destination coordinates and identical KM/Cycle/Fleet to SRBG02020503 (Batamaloo to Budgam Railway Station) - flagged as a likely duplicate/near-duplicate corridor in the dataset. Both places are real and the distance band (9-15km vs engine 15.7km) is the same as its twin; the duplication itself should be reviewed in the engine's route-consolidation logic.","onefivenine.com,budgam.nic.in"
"SRPW02030501","Batamaloo to Drussu Pulwama via Marwal","34.068715,74.779627","33.883537,74.926117","32.735","163.7","15","13","Peri_Urban","0.54","26-32 (Srinagar-Pulwama road distance cited 26-32km across sources; Drussu and Marwal are real villages slightly beyond Pulwama town, adding a few km)","approx 45-55 min","Real corridor; Pulwama town has regular JKRTC and private minibus service from Srinagar, with feeder extensions to outlying villages such as Drussu and Marwal typical of rural-lifeline routes; no source named this specific service directly","OK - Pulwama corridor and Marwal are real; Drussu could not be independently pinpointed by name but sits in the right general area beyond Pulwama town","5","163.7min cycle (approx 82min one-way) for approx 33km including rural village roads is plausible","REVIEW","Could not independently confirm the specific named 'Drussu via Marwal' service in public sources, though the general Srinagar-Pulwama corridor (26-32km) is well documented and the modelled 32.7km sits consistently just beyond it (approx 5% above the upper bound), consistent with continuing past Pulwama town to Drussu village. Treat as plausible but unverified at the exact village-name level.","yatra.com,distancebetween2.com,distancefromto.net"
"SRPW02020501","Batamaloo to Khrew Bus Stand","34.068715,74.779627","34.040281,74.926779","18.186","90.9","15","9","Peri_Urban","0.117","18-23 (one source cites Srinagar-Khrew at 23km; Khrew is also documented at approx 20km from Lal Chowk; haversine straight-line is only 13.9km)","approx 25-35 min","Real corridor; Khrew is a well-known limestone/cement-industry town in Pulwama district on the Srinagar-Pampore-Khrew road, served by JKRTC and private buses","OK - Khrew is real and well documented (approx 20-23km from Srinagar/Lal Chowk)","minus15 to 1","90.9min cycle (approx 45min one-way) for an industrial-corridor route with truck traffic is plausible","PASS","Real, well-known destination (Khrew limestone/cement town) with road distance (18-23km from Srinagar/Batamaloo area) bracketing the model's 18.2km closely. Headway/fleet (15 min/9 buses) is plausible for a peri-urban industrial-belt corridor.","en.wikipedia.org,greaterkashmir.com,alldistancebetween.com"
"SRPW02020503","Batamaloo to Pinglena Pampore via Galandar","34.068715,74.779627","33.998932,74.940483","22.233","111.2","15","10","Peri_Urban","0.111","14-30 (Srinagar-Pampore cited 14km direct or up to 30km via the longer Khrew-style alignment; Pinglena is a real village near Koil/Pampore, a few km beyond Pampore town, consistent with the higher end)","approx 35-40 min","Real corridor; Pampore (saffron town) and its outlying villages such as Pinglena are served by JKRTC/private buses from Srinagar via the NH44 corridor; Galandar could not be independently confirmed by name but is plausible as a local via-point","OK - Pinglena and the Pampore corridor are both real and documented; Galandar unconfirmed but plausible local hamlet","minus3 to 11","111.2min cycle (approx 56min one-way) for approx 22km with a detour is plausible","PASS","Real corridor with a documented destination village (Pinglena, confirmed via jkpanchayat/villageinfo records near Koil) at a distance band (14-30km, realistic midpoint approx 21km) that brackets the model's 22.2km well. The via-point Galandar was not independently verifiable but does not affect overall plausibility.","onefivenine.com,villageinfo.org,distancebetween2.com"
"SRSR02021523","GBS to LAL Chowk","34.068428,74.810015","34.071262,74.810527","20.326","101.6","35","4","Peri_Urban","0.044","0.3-2 (haversine between the two given coordinates is only 0.32km; if GBS denotes the General Bus Stand Batamaloo, the real road distance Batamaloo-Lal Chowk is commonly cited around 3-5km)","approx 2-15 min for a true point-to-point trip at this distance","Lal Chowk is the central SSCL/JKRTC hub with multiple routes converging there; a GBS-Lal Chowk shuttle is plausible in concept but not at the distance/time the engine models for these specific coordinates","FAIL - the Origin and Destination coordinates given (34.068428,74.810015 and 34.071262,74.810527) are only about 0.32km apart by haversine, essentially the same immediate point near Lal Chowk/Residency Road, yet the engine models a 20.3km road distance and 101.6min round-trip cycle for them","approx 6300percent or not meaningfully computable","Cycle time of 101.6min for two points 0.3km apart is geometrically impossible","FAIL","Critical data error: the origin (GBS) and destination (Lal Chowk) coordinates are essentially the same point in central Srinagar (0.32km apart by haversine), yet the route is modelled with 20.3km length and a 101.6-minute round-trip cycle (4 buses, 35-min headway). This is geometrically impossible for two points 300m apart and indicates a coordinate or geocoding error - likely GBS was geocoded to a point immediately adjacent to Lal Chowk rather than to the actual General Bus Stand Batamaloo (approx 5km away). The underlying GBS-Lal Chowk corridor concept is plausible only if GBS is correctly resolved to a distinct, distant terminus. Recommend re-geocoding before this route is used in the plan.","onefivenine.com,kashmirlife.net,manual haversine calculation"
"SRSR01020409","Hazratbal to Bone Joint Hospital Barzalla","34.127549,74.835646","34.057988,74.789692","15.276","76.4","20","5","Peri_Urban","0.058","8-12 (Hazratbal is cited approx 8-10km from Srinagar city centre/Railway Station; Barzulla/Bone and Joint Hospital is closer to the centre; no single direct point-to-point source found)","approx 15-25 min","Real corridor; Hazratbal shrine and Bone and Joint Hospital Barzulla are both well-known Srinagar landmarks; a JKRTC city corridor (Batamaloo-Hazratbal via Doodh Ganga Road/Nawakadal/Hawal, and its reverse) passes through this general area near Barzulla/Rambagh","OK - both endpoints are real, well-documented Srinagar landmarks; haversine 8.8km is consistent with a routed distance somewhat higher due to a lakeside detour","27-70","76.4min cycle (approx 38min one-way) for a hospital-shuttle route through congested city streets is plausible given downtown traffic","REVIEW","Both endpoints are real and well-known (Hazratbal shrine, Bone and Joint Hospital Barzulla) and a hospital-access shuttle on this general corridor is plausible (a documented JKRTC route passes near Barzulla), but no direct point-to-point distance source was found; using Hazratbal's general 8-10km distance from the city centre as a proxy against the engine's 15.3km implies a notable but plausible circuity/detour factor. Recommend a direct Google Maps check before sign-off.","srinagar.nic.in,mappls.com,distancesfrom.com"
"SRSR02022028","Jehangir Chowk to Panzinara","34.071881,74.804719","34.150911,74.700235","16.494","82.5","35","4","Peri_Urban","0.025","13-17 (sources disagree on whether Panzinara is the in-city Srinagar locality near Qamarwari/Parimpora, approx 3-5km away, or a similarly-named feature further out; haversine to the modelled coordinate is 13.0km)","approx 20-30 min if the coordinate is correct; approx 10-15 min if it is the in-city Panzinara locality","Real corridor in concept (Jehangir Chowk is a major Srinagar junction); but there is a documented in-city Panzinara locality (Panzinara-a, near Qamarwari/Parimpora, pin 190017) that is much closer than the engine's destination coordinate, which sits well toward Budgam-adjacent territory","REVIEW - onefivenine.com/jkpanchayat.jk.gov.in document an in-city Panzinara locality near Qamarwari (a few km away), but the engine's coordinate (34.150911,74.700235) sits 13km NW into Budgam-adjacent territory - a likely name/location ambiguity between two places sharing the Panzinara name","large and ambiguous depending on which real-world Panzinara is intended","82.5min cycle plausible only if the further coordinate is the intended terminus; implausible if the in-city Panzinara locality is meant","REVIEW","There is a real in-city Panzinara locality in Srinagar (near Qamarwari/Parimpora, documented by onefivenine.com and jkpanchayat.jk.gov.in) only a few km from Jehangir Chowk, but the engine's destination coordinate sits roughly 13-16km further out, closer to the Budgam district boundary. This is either a legitimate but different, further-out Panzinara, or a geocoding mismatch between two same-named places; resolving which Panzinara was intended is needed before the 16.5km/82.5min figures can be confirmed.","onefivenine.com,jkpanchayat.jk.gov.in,mapsofindia.com"
